block,comparison,region,metric,delta,p_wilcoxon_raw,p_wilcoxon_holm,p_ttest,direction,significant,n_nonzero
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, LeakyReLU",TC,Dice,-0.0057876756776792,0.0207929913054565,0.0623789739163695,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, PReLU",TC,Dice,-0.0063492436388177,0.0433469053920814,0.0866938107841628,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, ReLU",TC,Dice,-0.0118355067054084,0.0090916012323645,0.0454580061618226,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, Swish",TC,Dice,-0.0075105269023373,0.0103291867269224,0.0454580061618226,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, TanhExp",TC,Dice,0.0027015167507127,0.1139815709076055,0.1139815709076055,,better,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, LeakyReLU",WT,Dice,-0.0073650652792078,0.0071226734724139,0.0284906938896556,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, PReLU",WT,Dice,-0.005524089102979,0.0450851484071397,0.1352554452214192,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, ReLU",WT,Dice,-0.0051493403686286,0.2233347055312839,0.4466694110625679,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, Swish",WT,Dice,-0.0076089683230373,0.0056398088645142,0.028199044322571,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, TanhExp",WT,Dice,-0.0014565480069184,0.8452651568962088,0.8452651568962088,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, LeakyReLU",WT,Dice,-0.0029931356687936,0.654116523261359,1.0,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, PReLU",WT,Dice,-0.0053717847514688,0.0005066718084347,0.0025333590421738,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, ReLU",WT,Dice,0.0010190985437,0.9583479929435526,1.0,,better,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, Swish",WT,Dice,-0.0057663761842735,0.007858995582024,0.0314359823280963,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, TanhExp",WT,Dice,0.0003530877929367,0.3052243926927565,0.9156731780782694,,better,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, LeakyReLU",NCR,Dice,-0.015051867361669,0.0217199674877694,0.0868798699510779,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, PReLU",NCR,Dice,0.00390678160237,0.5619199046737784,1.0,,better,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, ReLU",NCR,Dice,-0.0273727806338932,0.0002762247189409,0.0013811235947047,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, Swish",NCR,Dice,-0.0010281036356744,0.6226972423562152,1.0,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, TanhExp",NCR,Dice,-0.0119794376688734,0.0384682817763695,0.1154048453291085,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, LeakyReLU",NCR,Dice,0.0040114310920066,0.4563207845499977,0.6762947477817878,,better,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, PReLU",NCR,Dice,0.0030005715506412,0.2254315825939292,0.6762947477817878,,better,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, ReLU",NCR,Dice,-0.0054614966792011,0.3237351512599662,0.6762947477817878,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, Swish",NCR,Dice,0.0120596620844721,0.1102567858401819,0.4410271433607278,,better,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, TanhExp",NCR,Dice,0.0079373789445799,0.0305190128639636,0.1525950643198181,,better,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, LeakyReLU",ED,Dice,-0.0129727716449317,5.78379832740783e-05,0.0002891899163703,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, PReLU",ED,Dice,-0.0126056496418428,8.182230917630484e-05,0.0003272892367052,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, ReLU",ED,Dice,-0.0121969295098969,0.0012871968483212,0.0038615905449637,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, Swish",ED,Dice,-0.0097563602512028,0.0023431231801618,0.0046862463603236,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, TanhExp",ED,Dice,-0.010627973840678,0.0110024920860751,0.0110024920860751,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, LeakyReLU",ED,Dice,-0.0090783114167948,0.2031301198285795,0.4062602396571591,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, PReLU",ED,Dice,-0.0129947720225277,4.977821800089544e-06,2.488910900044772e-05,,worse,yes,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, ReLU",ED,Dice,-0.0018612866260813,0.1204089024004906,0.3612267072014719,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, Swish",ED,Dice,-0.0054663564014412,0.031374270474024,0.1254970818960963,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, TanhExp",ED,Dice,-0.0002688070140222,0.3346344348041263,0.4062602396571591,,worse,no,73
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, LeakyReLU",ET,HD95,0.4665919671606664,0.2220848436590627,0.6662545309771883,,worse,no,18
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, PReLU",ET,HD95,0.2882986532252976,0.0713357179035387,0.285342871614155,,worse,no,25
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, ReLU",ET,HD95,-0.2381543382228736,0.5457624718626393,1.0,,better,no,19
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, Swish",ET,HD95,0.7473565866861107,0.0469525270963626,0.2347626354818133,,worse,no,24
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, TanhExp",ET,HD95,-0.0828148877901431,0.9878589334748632,1.0,,better,no,23
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, LeakyReLU",ET,HD95,0.5662553030794957,0.0424386663042271,0.2121933315211355,,worse,no,24
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, PReLU",ET,HD95,0.0950892686529569,0.909489715013144,1.0,,worse,no,22
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, ReLU",ET,HD95,-0.0885279255489432,0.6011202499200776,1.0,,better,no,18
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, Swish",ET,HD95,0.5212497960583904,0.0692489545414176,0.2121933315211355,,worse,no,25
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, TanhExp",ET,HD95,-0.0213328481060335,0.0525122500680819,0.2121933315211355,,better,no,18
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, LeakyReLU",TC,HD95,0.8345193128039976,0.1327287917286508,0.2654575834573016,,worse,no,29
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, PReLU",TC,HD95,0.658586085645223,0.0063938890943604,0.0319694454718022,,worse,yes,31
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, ReLU",TC,HD95,0.313436597368192,0.0411099214078445,0.1644396856313781,,worse,no,27
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, Swish",TC,HD95,0.919649824452364,0.043512642189055,0.1644396856313781,,worse,no,27
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, TanhExp",TC,HD95,0.4557857550433195,0.281869065311759,0.281869065311759,,worse,no,32
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, LeakyReLU",TC,HD95,0.5946226779268105,0.0604329926378706,0.1812989779136118,,worse,no,33
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, PReLU",TC,HD95,0.3056978979111342,0.0348805598289945,0.1647501283559882,,worse,no,29
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, ReLU",TC,HD95,0.107595645557609,0.1862651530862387,0.3725303061724774,,worse,no,27
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, Swish",TC,HD95,0.5140302318069605,0.0329500256711976,0.1647501283559882,,worse,no,29
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, TanhExp",TC,HD95,0.4707885843715602,0.4589800473958161,0.4589800473958161,,worse,no,28
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, LeakyReLU",WT,HD95,0.0035640761905706,0.6873277241147189,1.0,,worse,no,33
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, PReLU",WT,HD95,-0.9377139349124572,0.3537490044983156,1.0,,better,no,32
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, ReLU",WT,HD95,-0.7720263951573951,0.8296094648806833,1.0,,better,no,32
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, Swish",WT,HD95,0.0264374342687307,0.2889792660307835,1.0,,worse,no,30
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, TanhExp",WT,HD95,-0.0538263817066553,0.778500036262399,1.0,,better,no,29
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, LeakyReLU",WT,HD95,-0.9577450311588708,0.0924444882335151,0.4622224411675757,,better,no,36
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, PReLU",WT,HD95,-0.8455024860209432,0.1336610835352361,0.5346443341409444,,better,no,31
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, ReLU",WT,HD95,-0.3835787741364305,0.3140858276073457,0.9422574828220373,,better,no,29
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, Swish",WT,HD95,0.9466463073988768,0.4870401763585343,0.9740803527170688,,worse,no,28
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, TanhExp",WT,HD95,0.2105211447416977,0.8854483408202136,0.9740803527170688,,worse,no,30
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, LeakyReLU",NCR,HD95,0.8629610520680773,0.5738883262130674,1.0,,worse,no,59
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, PReLU",NCR,HD95,-0.2675500888768169,0.6587884759754559,1.0,,better,no,59
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, ReLU",NCR,HD95,1.4872375972562368,0.0018682514499084,0.0093412572495421,,worse,yes,60
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, Swish",NCR,HD95,0.7236847518465073,0.801325548033113,1.0,,worse,no,58
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, TanhExp",NCR,HD95,0.3200831606901477,0.1584348016011945,0.633739206404778,,worse,no,63
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, LeakyReLU",NCR,HD95,0.3207273086406683,0.0538699589135935,0.2154798356543743,,worse,no,58
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, PReLU",NCR,HD95,-0.0795171787518906,0.2797588717502068,0.8392323057053004,,better,no,55
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, ReLU",NCR,HD95,0.3187208070788552,0.2797441019017668,0.8392323057053004,,worse,no,55
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, Swish",NCR,HD95,-0.3671632120768322,0.0356862705669693,0.1784313528348469,,better,no,56
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, TanhExp",NCR,HD95,0.1159380558595302,0.5645781010001711,0.8392323057053004,,worse,no,57
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, LeakyReLU",ED,HD95,0.2641985739597681,0.2318122362693579,0.8688247187272777,,worse,no,43
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, PReLU",ED,HD95,-0.1150249003650154,0.0304029986319207,0.1520149931596037,,better,no,48
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, ReLU",ED,HD95,-0.3789907615839567,0.2172061796818194,0.8688247187272777,,better,no,49
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, Swish",ED,HD95,-1.066003970266757,0.8016483327847719,0.8688247187272777,,better,no,39
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","BN vs IN, TanhExp",ED,HD95,0.5427953019101843,0.3682238329302403,0.8688247187272777,,worse,no,43
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, LeakyReLU",ED,HD95,-0.9932955059725396,0.5125340309835549,1.0,,better,no,45
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, PReLU",ED,HD95,0.0449726182879928,0.0688275791989301,0.3441378959946506,,worse,no,46
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, ReLU",ED,HD95,-0.2397524451120887,0.962405344986142,1.0,,better,no,36
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, Swish",ED,HD95,-0.1170257395135259,0.820965031494844,1.0,,better,no,37
"S4 Arm A normalisation (residual U-Net, BraTS 2020)","GN vs IN, TanhExp",ED,HD95,0.3324119127119704,0.8732287984422356,1.0,,worse,no,38
